+1180788		-2214546		-0249500		-0184400		-0730000		+0059000		-3500000		-3800000		-0500000
+1180788		-1916364		-0249500		-0184400		-0730000		+0059000		-3500000		-3800000		-0500000
+1180788		-1618182		-0249500		-0184400		-0730000		+0059000		-3500000		-3800000		-0500000
+1180788		-1320000		-0249500		-0184400		-0730000		+0059000		-3500000		-3800000		-0500000
+1180788		-1021818		-0249500		-0184400		-0730000		+0059000		-3500000		-3800000		-0500000
+1180788		-0723636		-0249500		-0184400		-0730000		+0059000		-3500000		-3800000		-0500000
+1180788		-0425454		-0249500		-0184400		-0730000		+0059000		-3500000		-3800000		-0500000
+1180788		-0127272		-0249500		+0114142		-0730000		+0059000		-3500000		-3800000		-0500000
+1180788		+0170910		-0249500		+0114142		-0730000		+0059000		-3500000		-3800000		-0500000
+1180788		+0469092		-0249500		+0114142		-0730000		+0059000		-3500000		-3800000		-0500000
+1180788		+0767274		-0249500		+0114142		-0730000		+0059000		-3500000		-3800000		-0500000
+1180788		+1065456		-0249500		+0114142		-0730000		+0059000		-3500000		-3800000		-0500000
+1180788		+1363638		-0249500		+0114142		-0730000		+0059000		-3500000		-3800000		-0500000
+1180788		+1661820		-0249500		+0114142		-0730000		+0059000		-3500000		-3800000		-0500000
+1180788		+1960002		-0249500		+0114142		-0730000		+0059000		-3500000		-3800000		-0500000


+1287139		-2214546		-0249500		-0184400		-0730000		+0059000		-3500000		-3800000		-0500000
+1287139		-1916364		-0249500		-0184400		-0730000		+0059000		-3500000		-3800000		-0500000
+1287139		-1618182		-0249500		-0184400		-0730000		+0059000		-3500000		-3800000		-0500000
+1287139		-1320000		-0249500		-0184400		-0730000		+0059000		-3500000		-3800000		-0500000
+1287139		-1021818		-0249500		-0184400		-0730000		+0059000		-3500000		-3800000		-0500000
+1287139		-0723636		-0249500		-0184400		-0730000		+0059000		-3500000		-3800000		-0500000
+1287139		-0425454		-0249500		-0184400		-0730000		+0059000		-3500000		-3800000		-0500000
+1287139		-0127272		-0249500		+0114142		-0730000		+0059000		-3500000		-3800000		-0500000
+1287139		+0170910		-0249500		+0114142		-0730000		+0059000		-3500000		-3800000		-0500000
+1287139		+0469092		-0249500		+0114142		-0730000		+0059000		-3500000		-3800000		-0500000
+1287139		+0767274		-0249500		+0114142		-0730000		+0059000		-3500000		-3800000		-0500000
+1287139		+1065456		-0249500		+0114142		-0730000		+0059000		-3500000		-3800000		-0500000
+1287139		+1363638		-0249500		+0114142		-0730000		+0059000		-3500000		-3800000		-0500000
